"#","ML #","St","Current Price","List Price","Sale Price","Address","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Type","Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"2501","B461063","S","$125,000","$127,500","$125,000","88 George ST","14075","14075","3","1.0","1,368","RES","$66,000","Full, Partially Finished","Patio","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Living Room, Office","","Crawl Space","","NEW","Hamburg","$1,545","01/15/2015","01/15/2015","","09/18/2014","5","Blacktop","","Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","09/13/2014","Exclusive Right To Sell","160","52","Neighborhood Street"
"2501","B476935","S","$125,000","$129,900","$125,000","357 Charlotte AVE","14075","14201","3","1.0","960","RES","$75,000","Partially Finished","Awning, Cable TV Available, Garage Door Opener, High Speed Internet","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","1st Floor Bedroom, Family Room, Laundry-Basement, Office, Porch - Open, Studio, Workshop","","Crawl Space","","NEW","Hamburg","$1,517","08/18/2015","08/20/2015","","06/19/2015","11","Concrete","","Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","06/08/2015","Exclusive Right To Sell","121","62","Neighborhood Street"
"2501","B473120","S","$118,500","$119,900","$118,500","93 Huron ST","14075","14033","3","1.0","1,200","RES","$55,200","Full","Cable TV Available, Patio","Circuit Breakers - Some","1st Floor Bedroom, Basement / Rec Room, Great Room, Laundry-1st Floor, Porch - Open","","Crawl Space","","NEW","Hamburg","$1,117","07/10/2015","07/29/2015","","05/10/2015","13","Stone/Gravel","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","04/27/2015","Exclusive Right To Sell","125","26","Wooded Lot"
"2501","B471453","S","$111,900","$111,900","$111,900","307 Pleasant AVE","14075","14075","3","1.0","1,483","RES","$72,000","Full","Cable TV Available","Circuit Breakers - Some, Copper Plumbing - Some","Laundry-Basement, Porch - Open","","Unfinished","","NEW","Hamburg","$1,429","06/17/2015","07/14/2015","","05/02/2015","25","Concrete, Shared","","Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","","Gas","","04/07/2015","Exclusive Right To Sell","241","57","Near Bus Line, Neighborhood Street, Primary Road"
"2501","B461530","S","$109,000","$109,900","$109,000","44 Beverly PL","14075","14075","3","1.0","1,080","RES","$62,500","Full","Cable TV Available, Patio, Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Pex Plumbing- Some","1st Floor Bedroom, Laundry-Basement, Living Room, Porch - Open","","None","","NEW","Hamburg","$1,240","01/05/2015","01/07/2015","","10/03/2014","11","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","09/22/2014","Exclusive Right To Sell","156","50","Near Bus Line, Neighborhood Street, Secondary Road"
"2501","B471425","S","$90,000","$92,900","$90,000","87 Raymond ST","14075","14127","2","1.0","1,354","RES","$76,500","Partially Finished","Awning, Cable TV Available, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Laundry-Basement, Living Room, Porch - Open","","Crawl Space","","NEW","Hamburg","$1,519","06/05/2015","06/10/2015","","04/13/2015","7","Concrete","","Hardwood-Some, Linoleum/Vinyl","Attached","Gas","","04/06/2015","Exclusive Right To Sell","160","55","Near Bus Line, Neighborhood Street, Wooded Lot"
"2501","B474822","S","$210,000","$229,900","$210,000","11516 Alleghany RD","14136","14136","4","2.0","2,480","RES","$149,000","Full","Pool-Above Ground, Private Yard - see Remarks, Propane Tank - Leased, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Indoor Pool, Security System - Leased, Skylight","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath","","None","","NEW","Hanover","$0","08/25/2015","08/28/2015","","05/21/2015","13","Blacktop, Concrete, Stone/Gravel","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Propane","","05/08/2015","Exclusive Right To Sell","1,437","250","Agricultural District"
"2501","B473994","S","$169,000","$169,900","$169,000","961 Douglas Pl","14081","14081","2","1.0","1,214","RES","$94,000","Crawl Space","Awning, Deck, Garage Door Opener, Other - See Remarks, Patio, Storage","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks","1st Floor Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Other - See Remarks, Possible Additional Bedroom","Shed","Full, Pull Down Stairs, Unfinished","","NEW","Hanover","$0","07/17/2015","07/20/2015","","05/11/2015","5","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/06/2015","Exclusive Right To Sell","83","120","Flood Zone, Neighborhood Street, Other - See Remarks"
"2501","B477143","S","$120,000","$120,000","$120,000","1006 Muriel DR","14081","14221","2","2.0","828","RES","$117,000","None","Cable TV Available","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Florida/Sun Room- Heated, Laundry-1st Floor, Living Room","","None","","NEW","Hanover","$1","10/02/2015","12/21/2015","","06/09/2015","0","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","06/09/2015","Exclusive Right To Sell","75","75","Corner Lot"
"2501","B477491","S","$192,500","$198,900","$192,500","3624 Checkered Tavern RD","14094","14094","2","2.1","1,856","RES","$157,900","Full","Deck, Garage Door Opener, Patio, Propane Tank - Leased, Satellite Dish, TV Antenna","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Water Softener - Owned","1st Floor Master Bedroom, Family Room, Laundry-1st Floor, Master Bedroom Bath, Possible Additional Bedroom","Barn / Outbuilding","Scuttle Access","","NEW","Hartland","$0","08/31/2015","09/02/2015","","06/18/2015","6","Stone/Gravel","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","2nd Garage, Attached","Propane","","06/12/2015","Exclusive Right To Sell","792","225","Agricultural District"
"2501","B479439","S","$144,000","$149,900","$144,000","8404 Carroll RD","14067","14067","3","1.1","1,440","RES","$135,100","Full","Deck, Partially Fenced Yard, Pool-Above Ground, Satellite Dish","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Skylight, Sliding Glass Door, Sump Pump","Family Room, Laundry-Basement","Shed","None","","NEW","Hartland","$0","09/11/2015","09/23/2015","","07/09/2015","3","Concrete, Stone/Gravel","","Ceramic-Some, Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","07/06/2015","Exclusive Right To Sell","500","240","Agricultural District"
"2501","B479325","S","$135,000","$149,900","$135,000","9767 Pearson RD","14105","","3","1.0","1,928","RES","$103,300","Full, Partially Finished","Deck, Garage Door Opener, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Sump Pump","Family Room","","None","","NEW","Hartland","$0","10/13/2015","10/14/2015","","07/26/2015","24","Blacktop, Double Wide, Turnaround","","Tile-Some, Wall To Wall Carpet-Some","Attached","Oil, Wood","","07/02/2015","Exclusive Right To Sell","214","150","Agricultural District"
"2501","B481501","S","$132,500","$139,900","$132,500","3621 Checkered Tavern RD E","14094","14571","3","2.0","1,693","RES","$109,500","Crawl Space, Full","Cable TV Available, Deck, Garage Door Opener, Partially Fenced Yard, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","1st Floor Bedroom, Den/Study, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Hartland","$0","10/07/2015","10/30/2015","","08/04/2015","7","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Oil","","07/28/2015","Exclusive Right To Sell","480","150","Agricultural District, Rural Road"
"2501","B464730","S","$130,000","$135,000","$130,000","3669 Checkered Tavern RD","14094","14094","3","1.0","1,511","RES","$100,900","Crawl Space, Partial","Garage Door Opener, Patio, Propane Tank - Leased, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Water Softener - Owned","1st Floor Bedroom, Florida/Sun Room- Heated, Laundry-1st Floor, Porch - Screened, Workshop","","Crawl Space","","NEW","Hartland","$0","02/06/2015","02/11/2015","","11/26/2014","12","Blacktop, Double Wide","","Laminate-Some, Linoleum/Vinyl, Other - See Remarks","Attached","Propane","","11/14/2014","Exclusive Right To Sell","1,298","743","Rural Road"
"2501","B475018","S","$90,000","$84,900","$90,000","3369 Stone RD","14105","14105","3","2.0","1,152","RES","$81,000","Crawl Space","Cable TV Available, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Skylight, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Enclosed, Workshop","Shed","None","","NEW","Hartland","$0","08/03/2015","08/12/2015","","05/23/2015","6","Blacktop, Parking Area, Turnaround","","Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/17/2015","Exclusive Right To Sell","425","150","Agricultural District, Primary Road"
"2501","B469743","S","$27,000","$29,900","$27,000","2940 Drum RD","14105","","2","1.0","1,040","RES","$21,000","None","Deck","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some","1st Floor Bedroom, Laundry-1st Floor, Living Room, Porch - Open","","None","","NEW","Hartland","$0","05/22/2015","05/22/2015","","03/26/2015","17","Other - See Remarks","","Linoleum/Vinyl, Wall To Wall Carpet-Some","No Garage","Oil","","03/09/2015","Exclusive Right To Sell","0","0","Agricultural District"
"2501","B474033","S","$123,000","$129,900","$123,000","1417 Sherlock Hollow RD","14743","14743","4","2.0","2,412","RES","$75,000","Full","Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Water Softener - Owned","Laundry-1st Floor, Morning Room","Shed","Scuttle Access","","NEW","Hinsdale","$0","08/21/2015","08/24/2015","","05/11/2015","5","Dirt","","Laminate-Some, Wall To Wall Carpet-Some","Attached","Oil","","05/06/2015","Exclusive Right To Sell","160","1,500","Green Area"
"2501","B476471","S","$89,000","$89,900","$89,000","4300 W Keller Hill RD","14727","14727","3","2.0","1,964","RES","$70,000","Crawl Space","Deck, Partially Fenced Yard, Private Yard - see Remarks, Storage","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Laundry-1st Floor, Porch - Enclosed, Possible Additional Bedroom","Shed","Scuttle Access","","NEW","Hinsdale","$0","09/24/2015","09/27/2015","","06/12/2015","10","Dirt, Stone/Gravel","","Laminate-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","","Coal, Propane","","06/02/2015","Exclusive Right To Sell","1","1","Private Road, Rural Road"
"2501","B477597","S","$75,000","$77,000","$75,000","3237 Pennsylvania RD","14760","14760","3","2.0","1,240","RES","$82,000","Full","Garage Door Opener, Thermal Windows - Some","Circuit Breakers - Some","Porch - Open","Barn / Outbuilding","Scuttle Access","","NEW","Hinsdale","$0","09/25/2015","10/13/2015","","06/20/2015","6","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Oil","","06/14/2015","Exclusive Right To Sell","410","100","Horses Permitted, Neighborhood Street, Rural Road"
"2501","B483884","S","$63,000","$70,000","$63,000","3772 Main ST","14743","14760","2","2.0","2,070","RES","$80,000","Crawl Space, Partial","Deck, Partially Fenced Yard, Satellite Dish, Thermal Windows - Some, Wood Screens/Storms-some","Circuit Breakers - Some","1st Floor Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open","Barn / Outbuilding","Partial","","NEW","Hinsdale","$0","12/03/2015","12/22/2015","","09/24/2015","28","Dirt","","Hardwood-Some, Linoleum/Vinyl","Detached","Oil","","08/27/2015","Exclusive Right To Sell","300","110","Neighborhood Street"
"2501","B478143","S","$55,000","$55,000","$55,000","3618 Main ST","14743","14743","3","1.0","1,284","RES","$61,000","Full","Other - See Remarks","Circuit Breakers - Some","1st Floor Bedroom, Living Room","","None","","NEW","Hinsdale","$0","10/06/2015","10/08/2015","","06/19/2015","0","Stone/Gravel","","Hardwood-Some, Laminate-Some","Detached","Oil","","06/19/2015","Exclusive Right To Sell","190","223","Neighborhood Street"
"2501","B482196","S","$297,000","$315,000","$297,000","8260 Owls Borrough RD","14080","14080","4","3.1","3,477","RES","$278,300","Full","Garage Door Opener, Pool-In Ground","Copper Plumbing - Some, Indoor Pool, Intercom, Sliding Glass Door, Water Softener - Leased","Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, In-Law - see Remarks, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open","Barn / Outbuilding","Partial","","NEW","Holland","$0","11/01/2015","11/18/2015","","08/18/2015","12","Stone/Gravel","","Ceramic-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Oil","","08/06/2015","Exclusive Right To Sell","1,619","781","Agricultural District, Wooded Lot"
"2501","B463234","S","$247,000","$249,900","$247,000","7414 Hunters Creek RD","14080","14080","4","2.0","2,351","RES","$188,000","Exterior Walkout, Partial","Deck, Patio, Private Yard - see Remarks","Circuit Breakers - Some, Skylight, Sliding Glass Door","Porch - Enclosed","Barn / Outbuilding, Shed","None","","NEW","Holland","$0","01/09/2015","01/09/2015","","10/30/2014","12","Stone/Gravel","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Detached","Oil","","10/18/2014","Exclusive Right To Sell","2,029","114","Agricultural District, Recreational, Secondary Road, Water View, Wooded Lot"
"2501","B477282","S","$175,000","$189,900","$175,000","9630 Vermont Hill RD","14080","14080","2","1.0","1,144","RES","$124,600","Exterior Walkout, Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Storage, Wood Screens/Storms-some","Ceiling Fan, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, 1st Floor Master Bedroom","Barn / Outbuilding, Shed","None","","NEW","Holland","$0","11/04/2015","11/09/2015","","07/02/2015","22","Stone/Gravel","","Laminate-Some","2nd Garage, Detached","Gas","","06/10/2015","Exclusive Right To Sell","4","243","Agricultural District, Horses Permitted, Wooded Lot"
"2501","B466162","S","$145,000","$149,900","$145,000","13615 Ward RD","14080","14080","3","1.1","1,430","RES","$134,200","Full","Balcony, Deck, Garage Door Opener, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Natural Woodwork - some, Stained Glass - Some, Water Softener - Owned","1st Floor Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Holland","$0","04/13/2015","04/13/2015","","01/19/2015","25","Shared","","Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas, Wood","","12/25/2014","Exclusive Right To Sell","284","448","Rural Road, Water View, Wooded Lot"
"2501","B476251","S","$145,000","$149,900","$145,000","59 Water ST","14080","14080","4","2.0","1,570","RES","$143,400","Exterior Walkout, Finished, Full","Deck, Garage Door Opener, Pool-In Ground","Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Possible Additional Bedroom","Shed","Crawl Space","","NEW","Holland","$0","09/03/2015","09/14/2015","","07/01/2015","30","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","06/01/2015","Exclusive Right To Sell","197","350","Agricultural District, Wooded Lot"
"2501","B476740","S","$143,000","$149,900","$143,000","9717 S Protection","14080","14080","4","1.0","1,838","RES","$83,200","Crawl Space","Patio, Pool-Above Ground","Ceiling Fan, Freestanding/Window AC, Water Softener - Owned","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Laundry-1st Floor, Living Room, Other - See Remarks","Barn / Outbuilding","Crawl Space","","NEW","Holland","$0","08/31/2015","09/03/2015","","06/22/2015","18","Stone/Gravel","","Ceramic-Some, Wall To Wall Carpet-Some, Wood-Some","","Gas","","06/04/2015","Exclusive Right To Sell","142","275","Rural Road, Wooded Lot"
"2501","B484414","S","$139,000","$149,900","$139,000","9853 Warner Gulf RD","14080","14080","3","2.0","1,400","RES","$140,300","Full","","Natural Woodwork - some","Den/Study, Family Room, Porch - Enclosed","Barn / Outbuilding","Partial","","NEW","Holland","$0","12/08/2015","12/17/2015","","09/23/2015","19","Dirt","","Hardwood-Some","No Garage","Oil","","09/04/2015","Exclusive Right To Sell","3,929","657","Agricultural District, Wooded Lot"
"2501","B480463","S","$135,000","$139,900","$135,000","9378 Burlingham RD","14080","14080","4","1.1","2,124","RES","$99,800","Exterior Walkout, Partial","Cable TV Available, Garage Door Opener, High Speed Internet","Circuit Breakers - Some","1st Floor Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Office, Workshop","Barn / Outbuilding","Full","","NEW","Holland","$0","10/16/2015","10/22/2015","","08/02/2015","17","Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","07/16/2015","Exclusive Right To Sell","255","254","Agricultural District"
"2501","B483197","S","$130,000","$135,000","$130,000","8301 Hunters Creek RD","14080","14080","3","1.0","1,146","RES","$121,300","Exterior Walkout, Full, Partially Finished","Cable TV Available, Deck","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump, Water Softener - Owned","Other - See Remarks","","Scuttle Access","","NEW","Holland","$0","10/13/2015","10/28/2015","","08/24/2015","7","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl","Detached","Oil, Wood","","08/17/2015","Exclusive Right To Sell","497","210","Other - See Remarks"
"2501","B467040","S","$48,020","$49,900","$48,020","100 Water ST","14080","","3","1.0","1,616","RES","$129,900","Full","Cable TV Available","Circuit Breakers - Some","1st Floor Bedroom, Laundry-Basement, Living Room","","Crawl Space","","NEW","Holland","$0","02/25/2015","02/26/2015","","01/22/2015","7","Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","01/15/2015","Exclusive Right To Sell","1","157","Neighborhood Street"
"2501","B463296","S","$181,750","$189,000","$181,750","4104 Humphrey RD","14741","14741","3","2.1","2,100","RES","$153,000","Exterior Walkout, Full, Partially Finished","Deck, Propane Tank - Leased","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Morning Room, Porch - Open","","None","","NEW","Humphrey","$0","01/13/2015","01/20/2015","","10/29/2014","9","Stone/Gravel","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","No Garage","Propane","","10/20/2014","Exclusive Right To Sell","1,025","332","Agricultural District, Horses Permitted"
"2501","B487369","S","$122,000","$127,900","$122,000","3327 Bozard Hill RD","14741","14224","3","2.0","1,200","RES","$98,000","Crawl Space","Deck, Garage Door Opener, Other - See Remarks, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Freestanding/Window AC, Natural Woodwork - some, Sliding Glass Door, Water Softener - Owned","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","Shed","Crawl Space","","NEW","Humphrey","$0","11/13/2015","11/13/2015","","10/23/2015","5","Blacktop, Double Wide, Parking Area","","Tile-Some, Wall To Wall Carpet-Some","Attached","Electric, Propane","","10/18/2015","Exclusive Right To Sell","197","287","Horses Permitted, Recreational, Rural Road, Wooded Lot"
"2501","B462868","S","$54,900","$54,900","$54,900","4669 Gile Hollow RD","14743","14743","3","1.0","1,120","RES","$72,000","Full","Deck, Satellite Dish","Circuit Breakers - Some","1st Floor Bedroom, Laundry-Basement","Shed","Scuttle Access","","NEW","Ischua","$0","09/08/2015","09/14/2015","","10/15/2014","5","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","","Electric","","10/10/2014","Exclusive Right To Sell","1","1","Recreational, Rural Road, Wooded Lot"
"2501","B463759","S","$56,500","$59,500","$56,500","116 Hotchkiss ST","14701","14701","4","2.0","2,010","RES","$39,000","Partial","Balcony, Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Satellite Dish, Storage, Wood Screens/Storms-some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Two Story Foyer","1st Floor Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Laundry-2nd Floor, Living Room, Loft, Porch - Open, Workshop","","Stair Access","","NEW","Jamestown","$816","01/26/2015","01/30/2015","","11/14/2014","17","Concrete","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl","Detached","Gas","","10/28/2014","Exclusive Right To Sell","115","53","Corner Lot, Secondary Road"
"2501","B473591","S","$23,500","$23,900","$23,500","125 Williams ST","14701","","3","1.0","1,351","RES","$39,000","Full","Other - See Remarks","Other - See Remarks","Living Room","","Crawl Space","","NEW","Jamestown","$0","06/29/2015","06/29/2015","","05/27/2015","27","Blacktop, Other - See Remarks","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","04/30/2015","Exclusive Right To Sell","106","45","Neighborhood Street"
"2501","B483379","S","$14,050","$15,000","$14,050","325 Falconer ST","14701","","3","1.0","1,751","RES","$45,000","Full","Deck, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Other - See Remarks","","Crawl Space","","NEW","Jamestown","$410","10/28/2015","10/28/2015","","09/01/2015","11","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","08/21/2015","Exclusive Right To Sell","86","84","Neighborhood Street"
"2501","B464789","S","$222,000","$229,900","$222,000","5848 Java Lake RD","14009","14009","3","2.0","2,520","RES","$170,800","Crawl Space","Garage Door Opener, Partially Fenced Yard","Cathedral Ceiling, Cedar Closets, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door","Great Room, Laundry-2nd Floor, Living Room, Master Bedroom Bath, Porch - Screened, Possible Additional Bedroom","","Partial","","NEW","Java","$0","03/09/2015","03/11/2015","","12/02/2014","17","Stone/Gravel","","Hardwood-Some, Wall To Wall Carpet-Some","Detached","Propane, Wood","","11/15/2014","Exclusive Right To Sell","1,000","300","Horses Permitted, Rural Road, Wooded Lot"
"2501","B479059","S","$198,500","$198,500","$198,500","1600 Route 78","14082","14082","5","2.1","2,240","RES","$144,700","Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Water Softener - Owned","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","Barn / Outbuilding","Crawl Space, Full, Pull Down Stairs","","NEW","Java","$0","09/17/2015","09/24/2015","","07/16/2015","16","Concrete, Stone/Gravel","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas, Wood","","06/30/2015","Exclusive Right To Sell","618","225","Agricultural District, Primary Road"
"2501","B466072","S","$189,900","$189,900","$189,900","1840 Beaver Meadow RD","14082","14224","5","2.1","2,300","RES","$134,600","Exterior Walkout, Finished, Full","Garage Door Opener, Hot Tub, Patio, Storage, Thermal Windows - Some","Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Stained Glass - Some, Water Softener - Leased","Basement / Rec Room, Bonus Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Office, Other - See Remarks, Porch - Open, Workshop","Barn / Outbuilding, Shed","Crawl Space","","NEW","Java","$0","03/03/2015","03/09/2015","","12/21/2014","2","Concrete, Double Wide, Turnaround","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Attached","Propane, Wood","","12/19/2014","Exclusive Right To Sell","384","244","Agricultural District, Horses Permitted, Rural Road, Wooded Lot"
"2501","B472356","S","$126,000","$129,900","$126,000","1582 Torrey Hill RD","14082","14082","3","2.0","1,350","RES","$89,600","Exterior Walkout, Full","Garage Door Opener, Satellite Dish, Storage, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","1st Floor Master Bedroom, Living Room, Master Bedroom Bath","","None","","NEW","Java","$0","07/03/2015","07/20/2015","","05/08/2015","21","Double Wide, Stone/Gravel","","Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Oil","","04/17/2015","Exclusive Right To Sell","125","290","Agricultural District, Primary Road, Rural Road"
"2501","B485147","S","$112,000","$119,900","$112,000","2246 Wethersfield RD","14113","14113","3","1.0","1,760","RES","$106,900","Full","Balcony","Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, Laundry-1st Floor, Living Room","","None","","NEW","Java","$0","11/20/2015","11/30/2015","","09/26/2015","12","Blacktop, Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some","Attached","Coal, Oil","","09/14/2015","Exclusive Right To Sell","275","100","Agricultural District, Rural Road"
"2501","B472926","S","$91,000","$89,500","$91,000","90 Old Orchard DR","14009","","3","1.0","1,460","RES","$72,600","None","Cable TV Available, Deck, Other - See Remarks, Patio","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, Laundry-1st Floor, Living Room, Porch - Open, Workshop","Barn / Outbuilding, Shed","None","","NEW","Java","$0","07/29/2015","09/15/2015","","04/26/2015","2","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Oil","","04/24/2015","Exclusive Right To Sell","90","90","Agricultural District, Beach Access, Other - See Remarks, Private Road"
"2501","B479801","S","$85,000","$89,900","$85,000","2035 Chaffee RD","14009","14086","1","1.0","900","RES","$115,400","Full","Dock- see Remarks, Garage Door Opener, Propane Tank - Leased","Circuit Breakers - Some, Natural Woodwork - some","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open, Possible Additional Bedroom","","Full, Stair Access","","NEW","Java","$0","10/05/2015","10/08/2015","","07/13/2015","5","Concrete, Dirt","","Hardwood-Some","Detached","Oil","","07/08/2015","Exclusive Right To Sell","725","231","Agricultural District, Rural Road, Wooded Lot"
"2501","B485701","S","$83,000","$87,500","$83,000","2287 Pee Dee RD","14113","14040","3","1.0","1,104","RES","$62,000","Partial","Cable TV Available, Deck, High Speed Internet, Satellite Dish","Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Living Room","","None","","NEW","Java","$0","12/28/2015","12/31/2015","","10/15/2015","22","Stone/Gravel","","Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","No Garage","Propane","","09/23/2015","Exclusive Right To Sell","0","0","Agricultural District, Rural Road"
